,School Name,Location Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Community School?,Economic Need Index,School Income Estimate,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged,Rigorous Instruction %,Collaborative Teachers %,Supportive Environment %,Effective School Leadership %,Strong Family-Community Ties %,Trust %,Percent Asian,Percent ELL,Percent Black,Student Attendance Rate,Percent Black / Hispanic,Percent White,Percent of Students Chronically Absent,Percent Hispanic
371,P.S. 041 GUN HILL ROAD,11X041,11,40.874682,-73.86787700000001,"3352 OLINVILLE AVE BRONX, NY 10467",BRONX,10467,"0K,01,02,03,04,05",0,0.833,"$35,475.19 ",Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,2.42,2.57,170,4,0,3,1,0,0,0,0,0,170,17,0,9,8,0,0,0,0,0,158,17,0,11,4,0,0,0,0,14,159,23,0,15,8,0,0,0,0,20,158,9,0,4,4,0,0,0,0,9,161,9,0,5,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.9500000000000001,0.9400000000000001,0.92,0.87,0.96,0.01,0.09,0.53,0.9,0.96,0.02,0.39,0.43
372,P.S. 068 BRONX,11X068,11,40.891483,-73.838736,"4011 MONTICELLO AVE BRONX, NY 10466",BRONX,10466,"PK,0K,01,02,03,04,05",0,0.617,"$58,477.18 ",Exceeding Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Not Meeting Target,Meeting Target,2.34,2.45,114,1,0,1,0,0,0,0,0,0,116,3,0,2,0,0,0,0,0,1,123,10,0,9,1,0,0,0,0,7,123,10,0,8,1,0,0,0,0,3,131,6,0,4,1,0,0,0,0,3,131,10,0,7,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.81,0.87,0.7000000000000001,0.8200000000000001,0.8,0.02,0.01,0.77,0.93,0.9500000000000001,0.01,0.23,0.19
373,P.S. 076 THE BENNINGTON SCHOOL,11X076,11,40.869164000000005,-73.860906,"900 ADEE AVE BRONX, NY 10469",BRONX,10469,"0K,01,02,03,04,05",0,0.716,"$40,759.79 ",Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,2.25,2.36,160,2,0,0,1,0,1,0,0,2,159,9,0,4,4,0,1,0,0,6,177,7,0,4,3,0,0,0,0,6,180,8,0,4,3,1,0,0,1,4,177,5,0,2,1,1,1,0,0,3,179,7,0,2,1,2,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.79,0.88,0.67,0.8300000000000001,0.85,0.03,0.13,0.45,0.93,0.87,0.08,0.25,0.42
374,P.S. 078 ANNE HUTCHINSON,11X078,11,40.878465000000006,-73.85058000000001,"1400 NEEDHAM AVE BRONX, NY 10469",BRONX,10469,"0K,01,02,03,04,05",0,0.759,"$50,205.02 ",Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,2.21,2.3,129,1,0,1,0,0,0,0,0,1,131,6,0,4,0,0,0,0,1,5,121,10,0,7,2,0,0,0,0,9,124,13,0,10,1,0,0,0,0,11,103,3,0,3,0,0,0,0,0,2,102,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.9,0.91,0.77,0.8,0.89,0.01,0.04,0.72,0.91,0.9400000000000001,0.04,0.34,0.22
375,P.S. 083 DONALD HERTZ,11X083,11,40.849167,-73.858861,"950 RHINELANDER AVE BRONX, NY 10462",BRONX,10462,"0K,01,02,03,04,05,06,07,08",0,0.611,"$51,523.99 ",Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,2.6,2.76,168,10,0,0,5,0,4,0,0,2,171,25,0,1,12,0,8,0,1,11,166,16,0,1,6,0,5,0,0,4,165,22,0,0,12,0,6,0,0,6,182,16,0,0,4,6,6,0,0,1,182,20,0,0,4,10,6,0,0,5,223,31,0,0,13,8,10,0,0,11,224,50,0,0,16,14,20,0,0,16,215,33,0,0,12,9,10,0,0,14,217,41,0,0,14,10,16,0,0,18,211,26,0,0,12,5,8,0,0,12,202,38,0,0,12,9,16,0,0,14,0.85,0.87,0.84,0.76,0.77,0.87,0.1,0.12,0.09,0.9500000000000001,0.58,0.32,0.11,0.49
376,P.S. 087 BRONX,11X087,11,40.895363,-73.845825,"1935 BUSSING AVE BRONX, NY 10466",BRONX,10466,"0K,01,02,03,04,05",0,0.688,"$52,080.62 ",Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.32,2.51,94,3,0,3,0,0,0,0,0,3,98,6,0,5,0,0,0,0,0,6,114,6,0,5,1,0,0,0,0,6,115,14,0,11,2,1,0,0,0,14,106,5,0,4,0,1,0,0,0,3,105,7,0,3,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0.85,0.84,0.8200000000000001,0.8200000000000001,0.92,0.06,0.02,0.71,0.9400000000000001,0.87,0.01,0.18,0.16
377,P.S. 089 BRONX,11X089,11,40.862563,-73.859202,"980 MACE AVE BRONX, NY 10469",BRONX,10469,"PK,0K,01,02,03,04,05,06,07,08",0,0.737,"$42,125.55 ",Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,2.3,2.29,128,10,0,1,4,0,4,0,1,8,124,11,0,0,7,0,4,0,1,7,130,8,0,4,2,0,1,0,0,5,123,15,0,4,7,0,2,0,0,12,107,5,0,0,2,0,1,0,0,3,102,3,0,0,1,0,0,0,0,1,144,6,0,2,2,2,0,0,1,4,134,18,0,4,6,2,6,0,1,12,169,7,0,3,3,1,0,0,0,5,159,6,0,1,2,2,1,0,0,4,139,7,0,1,2,0,3,0,0,3,127,7,0,0,3,0,1,0,0,3,0.88,0.85,0.8200000000000001,0.8200000000000001,0.78,0.87,0.07,0.21,0.22,0.93,0.76,0.17,0.22,0.54
378,P.S. 096 RICHARD RODGERS,11X096,11,40.861185,-73.868521,"2385 OLINVILLE AVE BRONX, NY 10467",BRONX,10467,"0K,01,02,03,04,05",0,0.774,"$38,623.61 ",Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.41,2.64,150,7,0,1,3,0,2,0,0,4,152,10,0,2,5,0,2,0,0,5,162,13,0,4,6,0,2,0,0,9,165,18,0,6,6,0,5,0,0,9,165,18,0,5,8,0,2,0,0,7,169,26,0,6,11,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9500000000000001,0.9400000000000001,0.96,0.86,0.8200000000000001,0.9400000000000001,0.04,0.08,0.25,0.91,0.86,0.09,0.32,0.61
379,P.S. 097 BRONX,11X097,11,40.863071999999995,-73.846947,"1375 MACE AVE BRONX, NY 10469",BRONX,10469,"PK,0K,01,02,03,04,05",0,0.541,"$66,488.21 ",Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,2.53,2.71,115,5,0,1,1,2,0,0,0,5,116,12,0,4,2,5,0,0,0,12,113,20,0,5,8,3,0,0,0,14,113,21,0,2,14,2,0,0,1,13,101,1,0,0,0,0,1,0,0,0,102,4,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.81,0.92,0.68,0.87,0.86,0.17,0.04,0.28,0.9400000000000001,0.65,0.16,0.2,0.36
380,P.S. 103 HECTOR FONTANEZ,11X103,11,40.892319,-73.861898,"4125 CARPENTER AVE BRONX, NY 10466",BRONX,10466,"0K,01,02,03,04,05",0,0.813,"$32,671.09 ",Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.34,2.31,208,8,0,5,2,1,0,0,0,8,209,11,1,5,4,1,0,0,0,11,177,7,1,5,1,0,0,0,0,6,180,8,1,3,4,0,0,0,0,5,147,5,1,4,0,0,0,0,0,3,151,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9400000000000001,0.9400000000000001,0.9400000000000001,0.88,0.81,0.9500000000000001,0.03,0.18,0.53,0.91,0.9,0.03,0.35000000000000003,0.37
381,P.S. 105 SEN ABRAHAM BERNSTEIN,11X105,11,40.852767,-73.866401,"725 BRADY AVE BRONX, NY 10462",BRONX,10462,"0K,01,02,03,04,05",0,0.802,"$41,002.93 ",Approaching Target,Approaching Target,Meeting Target,Not Meeting Target,Not Meeting Target,Approaching Target,Meeting Target,2.42,2.58,239,10,0,1,4,2,1,0,0,8,244,31,0,5,14,6,4,0,1,23,191,22,0,7,11,0,1,0,1,18,199,34,0,4,16,0,5,0,2,29,210,12,0,3,5,0,3,0,0,7,217,12,0,1,6,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.77,0.88,0.64,0.73,0.8,0.08,0.2,0.11,0.93,0.77,0.13,0.23,0.66
382,P.S. 106 PARKCHESTER,11X106,11,40.837105,-73.85484,"2120 ST RAYMOND'S AVE BRONX, NY 10462",BRONX,10462,"PK,0K,01,02,03,04,05",0,0.706,"$44,552.48 ",Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.54,2.76,165,5,0,1,2,1,0,0,0,3,170,24,0,5,6,10,0,0,0,15,168,20,0,3,6,8,2,0,0,7,172,32,0,6,4,21,1,0,4,17,203,14,0,1,5,7,0,0,0,7,208,18,0,3,2,13,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9400000000000001,0.92,0.92,0.85,0.8200000000000001,0.9400000000000001,0.34,0.14,0.26,0.93,0.61,0.04,0.23,0.35000000000000003
383,P.S. 108 PHILIP J. ABINANTI,11X108,11,40.854535,-73.852919,"1166 NEILL AVE BRONX, NY 10461",BRONX,10461,"0K,01,02,03,04,05",0,0.55,"$53,439.93 ",Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,2.72,2.92,97,6,0,0,1,2,2,0,0,2,99,21,0,0,4,8,8,0,1,15,66,9,0,0,4,0,2,0,0,6,67,11,0,0,5,0,3,0,1,7,81,12,0,0,3,4,5,0,0,9,84,19,0,4,4,4,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0.8,0.93,0.67,0.79,0.84,0.11,0.11,0.07,0.9400000000000001,0.5,0.37,0.17,0.44
384,P.S. 111 SETON FALLS,11X111,11,40.884355,-73.839263,"3740 BAYCHESTER AVE BRONX, NY 10466",BRONX,10466,"PK,0K,01,02,03,04,05",0,0.779,"$39,415.18 ",Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,2.12,2.15,99,0,0,0,0,0,0,0,0,0,102,4,0,2,1,0,0,0,0,3,119,4,0,4,0,0,0,0,0,3,119,4,0,3,1,0,0,0,0,3,119,1,0,0,0,0,0,0,0,0,118,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.64,0.79,0.5,0.77,0.73,0.0,0.08,0.61,0.91,0.97,0.01,0.34,0.36
385,P.S. 112 BRONXWOOD,11X112,11,40.884792,-73.84399499999999,"1925 SCHEIFFELIN AVE BRONX, NY 10466",BRONX,10466,"PK,0K,01,02,03,04,05",1,0.904,"$26,709.85 ",Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,2.08,2.09,48,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,57,1,0,0,1,0,0,0,0,1,66,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9400000000000001,0.91,0.87,0.85,0.96,0.0,0.05,0.48,0.91,0.98,0.02,0.44,0.5
386,P.S. 121 THROOP,11X121,11,40.866944000000004,-73.85046700000001,"2750 THROOP AVE BRONX, NY 10469",BRONX,10469,"PK,0K,01,02,03,04,05",0,0.6659999999999999,"$44,929.61 ",Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,Approaching Target,Meeting Target,Approaching Target,2.45,2.69,149,11,0,4,2,1,0,0,0,4,151,32,0,18,6,4,0,0,0,14,140,11,0,9,2,0,0,0,0,4,141,21,0,18,2,1,0,0,0,11,146,12,0,5,2,3,0,0,0,6,145,14,0,5,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0.8300000000000001,0.9500000000000001,0.66,0.8,0.85,0.07,0.06,0.61,0.93,0.88,0.04,0.26,0.26
389,P.S. 153 HELEN KELLER,11X153,11,40.873045,-73.833345,"650 BAYCHESTER AVE BRONX, NY 10475",BRONX,10475,"0K,01,02,03,04,05",0,0.44299999999999995,"$47,216.26 ",Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,2.77,3.01,120,21,0,8,4,7,1,0,0,7,120,37,0,15,9,7,4,0,0,15,130,35,0,20,6,7,0,0,0,21,129,46,0,26,6,7,0,0,0,31,122,20,0,10,2,6,0,0,0,12,121,16,0,7,2,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.91,0.9,0.84,0.85,0.96,0.09,0.01,0.58,0.9500000000000001,0.84,0.05,0.15,0.25
390,P.S. 160 WALT DISNEY,11X160,11,40.864136,-73.82396,"4140 HUTCHNSN RVR PKWY E BRONX, NY 10475",BRONX,10475,"0K,01,02,03,04,05",0,0.512,"$51,302.50 ",Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Approaching Target,2.31,2.25,55,1,0,1,0,0,0,0,0,1,55,0,0,0,0,0,0,0,0,0,66,5,0,4,0,0,0,0,0,5,67,1,0,1,0,0,0,0,0,1,47,4,0,3,0,0,0,0,0,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0.9,0.93,0.8200000000000001,0.8300000000000001,0.9400000000000001,0.02,0.06,0.6,0.9400000000000001,0.93,0.02,0.18,0.33
391,BAYCHESTER ACADEMY,11X169,11,40.880961,-73.839642,"3500 EDSON AVE BRONX, NY 10466",BRONX,10466,"PK,0K,01,02,03,04,05",0,0.672,"$54,024.91 ",Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,2.5,2.73,63,7,0,6,1,0,0,0,0,6,63,27,0,17,7,0,0,0,0,23,59,8,0,7,0,0,0,0,0,8,61,7,0,7,0,0,0,0,0,7,69,5,0,2,0,0,0,0,0,0,69,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.93,0.96,0.88,0.86,0.91,0.01,0.03,0.72,0.9400000000000001,0.93,0.02,0.21,0.21
392,P.S. 175 CITY ISLAND,11X175,11,40.843790000000006,-73.78469100000001,"200 CITY ISLAND AVE BRONX, NY 10464",BRONX,10464,"0K,01,02,03,04,05,06,07,08",0,0.247,"$73,103.77 ",Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,2.86,3.03,43,5,0,0,2,0,3,0,0,1,44,7,0,0,3,0,4,0,0,4,22,1,0,0,0,0,1,0,0,0,22,6,0,0,1,0,5,0,0,1,38,2,0,0,0,0,1,0,0,0,39,9,0,0,0,0,7,0,0,0,39,9,0,0,2,0,6,0,0,1,38,14,0,0,2,0,10,0,0,4,35,2,0,0,1,0,1,0,0,0,34,9,0,0,0,0,6,0,0,4,33,7,0,0,1,0,5,0,0,2,33,8,0,0,1,0,7,0,0,1,0.93,0.96,0.85,0.88,0.87,0.9,0.06,0.02,0.09,0.9500000000000001,0.38,0.54,0.13,0.29
393,P.S. 178 - DR. SELMAN WAKSMAN,11X178,11,40.875146,-73.833095,"850 BAYCHESTER AVE BRONX, NY 10475",BRONX,10475,"0K,01,02,03,04,05",0,0.535,"$44,313.87 ",Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,2.41,2.6,79,0,0,0,0,0,0,0,0,0,82,6,0,4,1,0,0,0,0,4,93,8,0,5,1,0,1,0,0,5,94,4,0,2,1,0,1,0,0,2,92,4,0,3,0,0,0,0,0,2,92,9,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.8300000000000001,0.88,0.75,0.78,0.88,0.02,0.03,0.64,0.9500000000000001,0.91,0.04,0.15,0.27
396,CORNERSTONE ACADEMY FOR SOCIAL ACTION,11X189,11,40.883064000000005,-73.830908,"3441 STEENWICK AVE BRONX, NY 10475",BRONX,10475,"PK,0K,01,02,03,04,05",0,0.742,"$43,493.31 ",Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,2.37,2.54,50,1,0,0,0,0,0,0,0,0,52,2,0,0,1,0,0,0,0,0,59,1,0,1,0,0,0,0,0,0,59,6,0,4,2,0,0,0,0,5,50,1,0,1,0,0,0,0,0,1,50,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.92,0.84,0.88,0.84,0.9400000000000001,0.0,0.04,0.54,0.92,0.96,0.02,0.3,0.41000000000000003
397,P.S./M.S. 194,11X194,11,40.835236,-73.846547,"2365 WATERBURY AVE BRONX, NY 10462",BRONX,10462,"0K,01,02,03,04,05,06,07,08",0,0.764,"$45,253.24 ",Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Not Meeting Target,Meeting Target,Meeting Target,2.5,2.82,148,9,0,0,2,7,0,0,0,5,154,26,0,1,3,22,0,0,1,16,157,15,0,0,4,8,0,0,0,6,161,24,0,0,5,16,0,0,0,11,157,7,0,0,3,4,0,0,0,4,158,24,0,2,6,15,1,0,0,15,149,18,0,1,5,11,1,0,0,8,149,38,0,5,12,20,1,0,0,19,142,11,0,0,3,7,0,0,0,7,144,18,0,0,2,15,0,0,0,16,146,13,0,0,5,8,0,0,0,10,116,2,0,1,1,0,0,0,0,1,0.92,0.87,0.85,0.79,0.76,0.88,0.33,0.14,0.08,0.9500000000000001,0.61,0.04,0.16,0.53
405,P.S./M.S. 11X498 - VAN NEST ACADEMY,11X498,11,40.845031,-73.85797600000001,"1640 BRONXDALE AVE BRONX, NY 10462",BRONX,10462,"0K,01,02,03,04,05,06,07,08",0,0.647,"$45,355.72 ",Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.65,2.76,58,6,0,0,2,0,2,0,0,4,58,13,0,0,7,0,5,0,0,7,56,6,0,0,5,0,0,0,0,5,56,10,0,0,6,0,0,0,0,6,62,0,0,0,0,0,0,0,0,0,62,2,0,0,0,0,2,0,0,1,89,11,0,1,6,3,1,0,0,8,88,17,0,2,11,2,2,0,0,12,95,8,0,0,4,0,2,0,0,6,95,8,0,0,2,0,3,0,0,6,90,14,0,4,8,1,1,0,0,11,90,6,0,1,4,1,0,0,0,6,0.91,0.88,0.87,0.86,0.8200000000000001,0.9,0.07,0.06,0.12,0.9500000000000001,0.78,0.14,0.1,0.65
